CVE ID,Title,Description,CVSS v3.1 Score,Vendor,Product,datePublished,Attempted Exploitation,Reference,CWE,CWE-N
CVE-2025-31569,WordPress wordpress related Posts with thumbnails plugin <= 3.0.0.1 - CSRF to Stored XSS vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in wp-buy wordpress related Posts with thumbnails allows Stored XSS. This issue affects wordpress related Posts with thumbnails: from n/a through 3.0.0.1.,7.1,wp-buy,wordpress related Posts with thumbnails,2025-03-31T12:55:20.295Z,no,1.0,CWE-352,1.0
CVE-2025-31570,WordPress Related Posts Widget with Thumbnails plugin <= 1.2 - CSRF to Stored XSS vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in wp-buy Related Posts Widget with Thumbnails allows Stored XSS. This issue affects Related Posts Widget with Thumbnails: from n/a through 1.2.,7.1,wp-buy,Related Posts Widget with Thumbnails,2025-03-31T12:55:20.827Z,no,1.0,CWE-352,1.0
CVE-2025-31571,WordPress The Logo Slider plugin <= 1.0.0 - Reflected Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Cynob IT Consultancy The Logo Slider allows Reflected XSS. This issue affects The Logo Slider: from n/a through 1.0.0.,7.1,Cynob IT Consultancy,The Logo Slider,2025-04-01T20:58:13.606Z,no,1.0,CWE-79,1.0
CVE-2025-31572,WordPress Multi Days Events and Multi Events in One Day Calendar plugin <= 1.1.3 - Cross Site Request Forgery (CSRF) vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in v20202020 Multi Days Events and Multi Events in One Day Calendar allows Cross Site Request Forgery. This issue affects Multi Days Events and Multi Events in One Day Calendar: from n/a through 1.1.3.,4.3,v20202020,Multi Days Events and Multi Events in One Day Calendar,2025-03-31T12:55:21.426Z,no,1.0,CWE-352,1.0
CVE-2025-31574,WordPress Custom Content Scrollbar plugin <= 1.3 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in SoftHopper Custom Content Scrollbar allows Stored XSS. This issue affects Custom Content Scrollbar: from n/a through 1.3.,6.5,SoftHopper,Custom Content Scrollbar,2025-03-31T12:55:22.112Z,no,1.0,CWE-79,1.0
CVE-2025-31575,WordPress Flag Icons plugin <= 2.2 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS) vulnerability in Vasilis Triantafyllou Flag Icons allows Stored XSS. This issue affects Flag Icons: from n/a through 2.2.,5.9,Vasilis Triantafyllou,Flag Icons,2025-03-31T12:55:22.643Z,no,1.0,CWE-80,1.0
CVE-2025-31576,WordPress PostmarkApp Email Integrator plugin <= 2.4 - Broken Access Control vulnerability,Missing Authorization vulnerability in Gagan Deep Singh PostmarkApp Email Integrator allows Exploiting Incorrectly Configured Access Control Security Levels. This issue affects PostmarkApp Email Integrator: from n/a through 2.4.,4.3,Gagan Deep Singh,PostmarkApp Email Integrator,2025-03-31T12:55:23.196Z,no,1.0,CWE-862,1.0
CVE-2025-31577,WordPress Appointify plugin <= 1.0.8 - Arbitrary File Upload vulnerability,Unrestricted Upload of File with Dangerous Type vulnerability in appointify Appointify allows Upload a Web Shell to a Web Server. This issue affects Appointify: from n/a through 1.0.8.,6.6,appointify,Appointify,2025-03-31T12:55:23.719Z,no,1.0,CWE-434,1.0
CVE-2025-31578,WordPress Fonts Manager | Custom Fonts plugin <= 1.2 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Wisdomlogix Solutions Pvt. Ltd. Fonts Manager | Custom Fonts allows Reflected XSS. This issue affects Fonts Manager | Custom Fonts: from n/a through 1.2.,7.1,Wisdomlogix Solutions Pvt. Ltd.,Fonts Manager | Custom Fonts,2025-04-01T20:58:13.818Z,no,1.0,CWE-79,1.0
CVE-2025-31579,WordPress WP AutoKeyword plugin <= 1.0 - SQL Injection vulnerability,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection') vulnerability in EXEIdeas International WP AutoKeyword allows SQL Injection. This issue affects WP AutoKeyword: from n/a through 1.0.,9.3,EXEIdeas International,WP AutoKeyword,2025-04-01T20:58:14.026Z,no,1.0,CWE-89,1.0
CVE-2025-31580,WordPress Ni WooCommerce Product Enquiry plugin <= 4.1.8 - Broken Access Control vulnerability,Missing Authorization vulnerability in Anzar Ahmed Ni WooCommerce Product Enquiry allows Accessing Functionality Not Properly Constrained by ACLs. This issue affects Ni WooCommerce Product Enquiry: from n/a through 4.1.8.,7.5,Anzar Ahmed,Ni WooCommerce Product Enquiry,2025-04-01T20:58:14.203Z,no,1.0,CWE-862,1.0
CVE-2025-31583,WordPress WP Copy Media URL plugin <= 2.1 - CSRF to Stored XSS vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in Ashish Ajani WP Copy Media URL allows Stored XSS. This issue affects WP Copy Media URL: from n/a through 2.1.,7.1,Ashish Ajani,WP Copy Media URL,2025-03-31T12:55:24.284Z,no,1.0,CWE-352,1.0
CVE-2025-31584,WordPress Elfsight Testimonials Slider plugin <= 1.0.1 - Broken Access Control vulnerability,Missing Authorization vulnerability in elfsight Elfsight Testimonials Slider allows Exploiting Incorrectly Configured Access Control Security Levels. This issue affects Elfsight Testimonials Slider: from n/a through 1.0.1.,5.4,elfsight,Elfsight Testimonials Slider,2025-03-31T12:55:24.876Z,no,1.0,CWE-862,1.0
CVE-2025-31585,WordPress Leadfox for WordPress plugin <= 2.1.8 - CSRF to Stored XSS vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in leadfox Leadfox for WordPress allows Cross Site Request Forgery. This issue affects Leadfox for WordPress: from n/a through 2.1.8.,7.1,leadfox,Leadfox for WordPress,2025-03-31T12:55:25.448Z,no,1.0,CWE-352,1.0
CVE-2025-31586,WordPress Gallery – Photo Albums Plugin plugin <= 1.3.170 - Stored Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in GhozyLab Gallery – Photo Albums Plugin allows Stored XSS. This issue affects Gallery – Photo Albums Plugin: from n/a through 1.3.170.,6.5,GhozyLab,Gallery – Photo Albums Plugin,2025-03-31T12:55:25.974Z,no,1.0,CWE-79,1.0
CVE-2025-31587,WordPress Elfsight Testimonials Slider plugin <= 1.0.1 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in elfsight Elfsight Testimonials Slider allows Stored XSS. This issue affects Elfsight Testimonials Slider: from n/a through 1.0.1.,5.9,elfsight,Elfsight Testimonials Slider,2025-03-31T12:55:26.547Z,no,1.0,CWE-79,1.0
CVE-2025-31588,WordPress Elfsight Testimonials Slider plugin <= 1.0.1 - Cross Site Request Forgery (CSRF) to Settings Change vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in elfsight Elfsight Testimonials Slider allows Cross Site Request Forgery. This issue affects Elfsight Testimonials Slider: from n/a through 1.0.1.,5.4,elfsight,Elfsight Testimonials Slider,2025-03-31T12:55:27.107Z,no,1.0,CWE-352,1.0
CVE-2025-31589,WordPress Ethiopian Calendar plugin <= 1.1.1 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Kibru Demeke Ethiopian Calendar allows Stored XSS. This issue affects Ethiopian Calendar: from n/a through 1.1.1.,6.5,Kibru Demeke,Ethiopian Calendar,2025-03-31T12:55:27.675Z,no,1.0,CWE-79,1.0
CVE-2025-31590,WordPress WP Date and Time Shortcode plugin <= 2.6.7 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Denra.com WP Date and Time Shortcode allows Stored XSS. This issue affects WP Date and Time Shortcode: from n/a through 2.6.7.,6.5,Denra.com,WP Date and Time Shortcode,2025-03-31T12:55:28.209Z,no,1.0,CWE-79,1.0
CVE-2025-31591,WordPress Exit Popup Free plugin <= 1.0 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in promoz73 Exit Popup Free allows Stored XSS. This issue affects Exit Popup Free: from n/a through 1.0.,5.9,promoz73,Exit Popup Free,2025-03-31T12:55:28.738Z,no,1.0,CWE-79,1.0
CVE-2025-31592,WordPress Send E-mail plugin <= 1.3 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Paolo Melchiorre Send E-mail allows Stored XSS. This issue affects Send E-mail: from n/a through 1.3.,6.5,Paolo Melchiorre,Send E-mail,2025-03-31T12:55:29.263Z,no,1.0,CWE-79,1.0
CVE-2025-31593,WordPress OpenMenu plugin <= 3.5 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in OpenMenu OpenMenu allows Stored XSS. This issue affects OpenMenu: from n/a through 3.5.,6.5,OpenMenu,OpenMenu,2025-03-31T12:55:29.784Z,no,1.0,CWE-79,1.0
CVE-2025-31594,WordPress Auto scroll for reading plugin <= 1.1.4 - Reflected Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in WPglob Auto scroll for reading allows Reflected XSS. This issue affects Auto scroll for reading: from n/a through 1.1.4.,7.1,WPglob,Auto scroll for reading,2025-04-01T20:58:14.390Z,no,1.0,CWE-79,1.0
CVE-2025-31595,WordPress Timeline Event History plugin <= 3.2 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in wpdiscover Timeline Event History allows Stored XSS. This issue affects Timeline Event History: from n/a through 3.2.,6.5,wpdiscover,Timeline Event History,2025-03-31T12:55:30.447Z,no,1.0,CWE-79,1.0
CVE-2025-31596,WordPress Chat by Chatwee plugin <= 2.1.3 - Broken Access Control vulnerability,Missing Authorization vulnerability in Chatwee Chat by Chatwee allows Exploiting Incorrectly Configured Access Control Security Levels. This issue affects Chat by Chatwee: from n/a through 2.1.3.,4.3,Chatwee,Chat by Chatwee,2025-03-31T12:55:32.025Z,no,1.0,CWE-79,1.0
CVE-2025-31597,WordPress Ultimate Live Cricket WordPress Lite plugin <= 1.4.2 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in crazycric Ultimate Live Cricket WordPress Lite allows Stored XSS. This issue affects Ultimate Live Cricket WordPress Lite: from n/a through 1.4.2.,6.5,crazycric,Ultimate Live Cricket WordPress Lite,2025-03-31T12:55:32.581Z,no,1.0,CWE-79,1.0
CVE-2025-31598,WordPress Quantity Dynamic Pricing & Bulk Discounts for WooCommerce plugin <= 4.0.0 - Stored Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in WPFactory Quantity Dynamic Pricing & Bulk Discounts for WooCommerce allows Stored XSS. This issue affects Quantity Dynamic Pricing & Bulk Discounts for WooCommerce: from n/a through 4.0.0.,6.5,WPFactory,Quantity Dynamic Pricing & Bulk Discounts for WooCommerce,2025-03-31T12:55:33.122Z,no,1.0,CWE-79,1.0
CVE-2025-31600,WordPress DesignO plugin <= 2.2.0 - Cross Site Request Forgery (CSRF) vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in designnbuy DesignO allows Cross Site Request Forgery. This issue affects DesignO: from n/a through 2.2.0.,4.3,designnbuy,DesignO,2025-03-31T12:55:33.679Z,no,1.0,CWE-352,1.0
CVE-2025-31601,WordPress Appointy Appointment Scheduler plugin <= 4.2.1 - CSRF to Settings Change vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in appointy Appointy Appointment Scheduler allows Cross Site Request Forgery. This issue affects Appointy Appointment Scheduler: from n/a through 4.2.1.,6.5,appointy,Appointy Appointment Scheduler,2025-03-31T12:55:34.198Z,no,1.0,CWE-352,1.0
CVE-2025-31602,WordPress Apimo Connector plugin <= 2.6.3.1 - Cross Site Request Forgery (CSRF) to Settings Change vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in apimofficiel Apimo Connector allows Cross Site Request Forgery. This issue affects Apimo Connector: from n/a through 2.6.3.1.,4.3,apimofficiel,Apimo Connector,2025-03-31T12:55:34.711Z,no,1.0,CWE-352,1.0
CVE-2025-31603,WordPress CF7 Spreadsheets plugin <= 2.3.2 - Settings Change vulnerability,Missing Authorization vulnerability in moshensky CF7 Spreadsheets allows Exploiting Incorrectly Configured Access Control Security Levels. This issue affects CF7 Spreadsheets: from n/a through 2.3.2.,5.4,moshensky,CF7 Spreadsheets,2025-03-31T12:55:35.226Z,no,1.0,CWE-862,1.0
CVE-2025-31604,WordPress Cal.com plugin <= 1.0.0 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS) vulnerability in Cal.com Cal.com allows Stored XSS. This issue affects Cal.com: from n/a through 1.0.0.,6.5,Cal.com,Cal.com,2025-03-31T12:55:35.795Z,no,1.0,CWE-80,1.0
CVE-2025-31605,WordPress Welcome Popup plugin <= 1.0.10 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in WeblineIndia Welcome Popup allows Stored XSS. This issue affects Welcome Popup: from n/a through 1.0.10.,5.9,WeblineIndia,Welcome Popup,2025-03-31T12:55:36.361Z,no,1.0,CWE-79,1.0
CVE-2025-31606,WordPress SP Blog Designer plugin <= 1.0.0 - Arbitrary Shortcode Execution vulnerability,Missing Authorization vulnerability in softpulseinfotech SP Blog Designer allows Exploiting Incorrectly Configured Access Control Security Levels. This issue affects SP Blog Designer: from n/a through 1.0.0.,4.8,softpulseinfotech,SP Blog Designer,2025-03-31T12:55:36.949Z,no,1.0,CWE-862,1.0
CVE-2025-31607,WordPress Simple-Audioplayer plugin <= 1.1 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in flomei Simple-Audioplayer allows Stored XSS. This issue affects Simple-Audioplayer: from n/a through 1.1.,6.5,flomei,Simple-Audioplayer,2025-03-31T12:55:37.511Z,no,1.0,CWE-79,1.0
CVE-2025-31608,WordPress CookieHint WP plugin <= 1.0.0 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in reDim GmbH CookieHint WP allows Stored XSS. This issue affects CookieHint WP: from n/a through 1.0.0.,6.5,reDim GmbH,CookieHint WP,2025-03-31T12:55:38.079Z,no,1.0,CWE-79,1.0
CVE-2025-31609,WordPress WPCargo Track & Trace plugin <= 7.0.6 - Insecure Direct Object References (IDOR) vulnerability,Missing Authorization vulnerability in Arni Cinco WPCargo Track & Trace allows Exploiting Incorrectly Configured Access Control Security Levels. This issue affects WPCargo Track & Trace: from n/a through 7.0.6.,4.3,Arni Cinco,WPCargo Track & Trace,2025-03-31T12:55:38.665Z,no,1.0,CWE-862,1.0
CVE-2025-31610,"WordPress Notification Bar, Sticky Notification Bar, Sticky Welcome Bar for any theme plugin <= 1.1 - Cross Site Scripting (XSS) vulnerability","Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in gingerplugins Notification Bar, Sticky Notification Bar, Sticky Welcome Bar for any theme allows Stored XSS. This issue affects Notification Bar, Sticky Notification Bar, Sticky Welcome Bar for any theme: from n/a through 1.1.",5.9,gingerplugins,"Notification Bar, Sticky Notification Bar, Sticky Welcome Bar for any theme",2025-03-31T12:55:39.236Z,no,1.0,CWE-79,1.0
CVE-2025-31611,WordPress Auto Post After Image Upload plugin <= 1.6 - Broken Access Control vulnerability,Missing Authorization vulnerability in Shaharia Azam Auto Post After Image Upload allows Exploiting Incorrectly Configured Access Control Security Levels. This issue affects Auto Post After Image Upload: from n/a through 1.6.,4.3,Shaharia Azam,Auto Post After Image Upload,2025-03-31T12:55:39.776Z,no,1.0,CWE-862,1.0
CVE-2025-31612,WordPress CBX Poll plugin <= 1.2.7 - PHP Object Injection vulnerability,Deserialization of Untrusted Data vulnerability in Sabuj Kundu CBX Poll allows Object Injection. This issue affects CBX Poll: from n/a through 1.2.7.,9.8,Sabuj Kundu,CBX Poll,2025-04-01T20:58:14.550Z,no,1.0,CWE-502,1.0
CVE-2025-31613,WordPress AB Google Map Travel plugin <= 4.6 - CSRF to Stored XSS vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in Aboobacker. AB Google Map Travel  allows Cross Site Request Forgery. This issue affects AB Google Map Travel : from n/a through 4.6.,7.1,Aboobacker.,AB Google Map Travel,2025-03-31T12:55:40.288Z,no,1.0,CWE-352,1.0
CVE-2025-31614,WordPress Terms Before Download plugin <= 1.0.4 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in hiroprot Terms Before Download allows Stored XSS. This issue affects Terms Before Download: from n/a through 1.0.4.,6.5,hiroprot,Terms Before Download,2025-03-31T12:55:40.859Z,no,1.0,CWE-79,1.0
CVE-2025-31615,WordPress Simple Contact Forms plugin <= 1.6.4 - CSRF to Stored XSS vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in owenr88 Simple Contact Forms allows Stored XSS. This issue affects Simple Contact Forms: from n/a through 1.6.4.,7.1,owenr88,Simple Contact Forms,2025-03-31T12:55:41.473Z,no,1.0,CWE-79,1.0
CVE-2025-31616,WordPress Varnish WordPress plugin <= 1.7 - CSRF to Stored XSS vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in AdminGeekZ Varnish WordPress allows Cross Site Request Forgery. This issue affects Varnish WordPress: from n/a through 1.7.,7.1,AdminGeekZ,Varnish WordPress,2025-03-31T12:55:42.056Z,no,1.0,CWE-352,1.0
CVE-2025-31617,WordPress PostmarkApp Email Integrator plugin <= 2.4 - CSRF to Stored XSS vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in Gagan Deep Singh PostmarkApp Email Integrator allows Cross Site Request Forgery. This issue affects PostmarkApp Email Integrator: from n/a through 2.4.,7.1,Gagan Deep Singh,PostmarkApp Email Integrator,2025-03-31T12:55:42.615Z,no,1.0,CWE-352,1.0
CVE-2025-31618,WordPress Connector to CiviCRM with CiviMcRestFace plugin <= 1.0.9 - Broken Access Control vulnerability,Missing Authorization vulnerability in Jaap Jansma Connector to CiviCRM with CiviMcRestFace allows Exploiting Incorrectly Configured Access Control Security Levels. This issue affects Connector to CiviCRM with CiviMcRestFace: from n/a through 1.0.9.,5.3,Jaap Jansma,Connector to CiviCRM with CiviMcRestFace,2025-03-31T12:55:43.170Z,no,1.0,CWE-862,1.0
CVE-2025-31619,WordPress Actionwear products sync plugin <= 2.3.3 - SQL Injection vulnerability,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection') vulnerability in marcoingraiti Actionwear products sync allows SQL Injection. This issue affects Actionwear products sync: from n/a through 2.3.3.,8.5,marcoingraiti,Actionwear products sync,2025-04-01T20:58:14.696Z,no,1.0,CWE-89,1.0
CVE-2025-31620,WordPress CoverManager plugin <= 0.0.1 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in carperfer CoverManager allows Stored XSS. This issue affects CoverManager: from n/a through 0.0.1.,6.5,carperfer,CoverManager,2025-03-31T12:55:43.710Z,no,1.0,CWE-79,1.0
CVE-2025-31621,WordPress byBrick Accordion plugin <= 1.0 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in davidpaulsson byBrick Accordion allows Stored XSS. This issue affects byBrick Accordion: from n/a through 1.0.,6.5,davidpaulsson,byBrick Accordion,2025-03-31T12:55:44.214Z,no,1.0,CWE-79,1.0
CVE-2025-31623,WordPress Rich Text Editor plugin <= 1.0.1 - CSRF to Stored XSS vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in richtexteditor Rich Text Editor allows Stored XSS. This issue affects Rich Text Editor: from n/a through 1.0.1.,7.1,richtexteditor,Rich Text Editor,2025-03-31T12:55:44.787Z,no,1.0,CWE-352,1.0
CVE-2025-31624,WordPress Processing Projects plugin <= 1.0.2 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in LABCAT Processing Projects allows DOM-Based XSS. This issue affects Processing Projects: from n/a through 1.0.2.,6.5,LABCAT,Processing Projects,2025-03-31T12:55:45.326Z,no,1.0,CWE-79,1.0
CVE-2025-31625,WordPress Useinfluence plugin <= 1.0.8 - Cross Site Request Forgery (CSRF) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in ramanparashar Useinfluence allows Stored XSS. This issue affects Useinfluence: from n/a through 1.0.8.,7.1,ramanparashar,Useinfluence,2025-03-31T12:55:45.845Z,no,1.0,CWE-79,1.0
CVE-2025-31627,WordPress Media Library Assistant plugin <= 3.24 - Stored Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in David Lingren Media Library Assistant allows Stored XSS. This issue affects Media Library Assistant: from n/a through 3.24.,5.9,David Lingren,Media Library Assistant,2025-03-31T12:55:46.365Z,no,1.0,CWE-79,1.0
CVE-2025-31628,WordPress Sliced Invoices plugin <= 3.9.4 - Broken Access Control vulnerability,Missing Authorization vulnerability in SlicedInvoices Sliced Invoices. This issue affects Sliced Invoices: from n/a through 3.9.4.,5.3,SlicedInvoices,Sliced Invoices,2025-04-01T20:58:14.920Z,no,1.0,CWE-862,1.0
CVE-2025-31629,WordPress Infusionsoft Web Form JavaScript plugin <= 1.1.1 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Jacob Allred Infusionsoft Web Form JavaScript allows Stored XSS. This issue affects Infusionsoft Web Form JavaScript: from n/a through 1.1.1.,6.5,Jacob Allred,Infusionsoft Web Form JavaScript,2025-03-31T12:55:46.901Z,no,1.0,CWE-79,1.0
CVE-2025-31673,Drupal core - Moderately critical - Access bypass - SA-CORE-2025-002,"Incorrect Authorization vulnerability in Drupal Drupal core allows Forceful Browsing.This issue affects Drupal core: from 8.0.0 before 10.3.13, from 10.4.0 before 10.4.3, from 11.0.0 before 11.0.12, from 11.1.0 before 11.1.3.",,Drupal,Drupal core,2025-03-31T21:34:16.118Z,no,1.0,CWE-863,1.0
CVE-2025-31674,Drupal core - Moderately critical - Gadget Chain - SA-CORE-2025-003,"Improperly Controlled Modification of Dynamically-Determined Object Attributes vulnerability in Drupal Drupal core allows Object Injection.This issue affects Drupal core: from 8.0.0 before 10.3.13, from 10.4.0 before 10.4.3, from 11.0.0 before 11.0.12, from 11.1.0 before 11.1.3.",,Drupal,Drupal core,2025-03-31T21:34:53.144Z,no,1.0,CWE-915,1.0
CVE-2025-31675,Drupal core - Moderately critical - Cross Site Scripting - SA-CORE-2025-004,"Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Drupal Drupal core allows Cross-Site Scripting (XSS).This issue affects Drupal core: from 8.0.0 before 10.3.14, from 10.4.0 before 10.4.5, from 11.0.0 before 11.0.13, from 11.1.0 before 11.1.5.",,Drupal,Drupal core,2025-03-31T21:35:20.059Z,no,1.0,CWE-79,1.0
CVE-2025-31676,Email TFA - Moderately critical - Access bypass - SA-CONTRIB-2025-001,Weak Authentication vulnerability in Drupal Email TFA allows Brute Force.This issue affects Email TFA: from 0.0.0 before 2.0.3.,,Drupal,Email TFA,2025-03-31T21:36:58.560Z,no,1.0,CWE-1390,1.0
CVE-2025-31677,AI (Artificial Intelligence) - Critical - Cross Site Request Forgery - SA-CONTRIB-2025-003,Cross-Site Request Forgery (CSRF) vulnerability in Drupal AI (Artificial Intelligence) allows Cross Site Request Forgery.This issue affects AI (Artificial Intelligence): from 1.0.0 before 1.0.2.,,Drupal,AI (Artificial Intelligence),2025-03-31T21:37:27.837Z,no,1.0,CWE-352,1.0
CVE-2025-31678,"AI (Artificial Intelligence) - Moderately critical - Access bypass, Information Disclosure - SA-CONTRIB-2025-004",Missing Authorization vulnerability in Drupal AI (Artificial Intelligence) allows Forceful Browsing.This issue affects AI (Artificial Intelligence): from 0.0.0 before 1.0.3.,,Drupal,AI (Artificial Intelligence),2025-03-31T21:38:07.302Z,no,1.0,CWE-862,1.0
CVE-2025-31679,Ignition Error Pages - Critical - Cross Site Scripting - SA-CONTRIB-2025-007,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Drupal Ignition Error Pages allows Cross-Site Scripting (XSS).This issue affects Ignition Error Pages: from 0.0.0 before 1.0.4.,,Drupal,Ignition Error Pages,2025-03-31T21:38:50.510Z,no,1.0,CWE-79,1.0
CVE-2025-31680,Matomo Analytics - Moderately critical - Cross site request forgery - SA-CONTRIB-2025-008,Cross-Site Request Forgery (CSRF) vulnerability in Drupal Matomo Analytics allows Cross Site Request Forgery.This issue affects Matomo Analytics: from 0.0.0 before 1.24.0.,,Drupal,Matomo Analytics,2025-03-31T21:39:31.274Z,no,1.0,CWE-352,1.0
CVE-2025-31681,Authenticator Login - Critical - Access bypass - SA-CONTRIB-2025-009,Missing Authorization vulnerability in Drupal Authenticator Login allows Forceful Browsing.This issue affects Authenticator Login: from 0.0.0 before 2.0.6.,,Drupal,Authenticator Login,2025-03-31T21:39:50.247Z,no,1.0,CWE-862,1.0
CVE-2025-31682,Google Tag - Moderately critical - Cross Site Scripting - SA-CONTRIB-2025-011,"Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Drupal Google Tag allows Cross-Site Scripting (XSS).This issue affects Google Tag: from 0.0.0 before 1.8.0, from 2.0.0 before 2.0.8.",,Drupal,Google Tag,2025-03-31T21:40:33.099Z,no,1.0,CWE-79,1.0
CVE-2025-31683,Google Tag - Moderately critical - Cross Site Request Forgery - SA-CONTRIB-2025-012,"Cross-Site Request Forgery (CSRF) vulnerability in Drupal Google Tag allows Cross Site Request Forgery.This issue affects Google Tag: from 0.0.0 before 1.8.0, from 2.0.0 before 2.0.8.",,Drupal,Google Tag,2025-03-31T21:41:01.996Z,no,1.0,CWE-352,1.0
CVE-2025-31684,OAuth2 Client - Moderately critical - Cross Site Request Forgery - SA-CONTRIB-2025-013,Cross-Site Request Forgery (CSRF) vulnerability in Drupal OAuth2 Client allows Cross Site Request Forgery.This issue affects OAuth2 Client: from 0.0.0 before 4.1.3.,,Drupal,OAuth2 Client,2025-03-31T21:43:06.076Z,no,1.0,CWE-352,1.0
CVE-2025-31685,Open Social - Moderately critical - Access bypass - SA-CONTRIB-2025-014,"Missing Authorization vulnerability in Drupal Open Social allows Forceful Browsing.This issue affects Open Social: from 0.0.0 before 12.3.11, from 12.4.0 before 12.4.10.",,Drupal,Open Social,2025-03-31T21:43:27.662Z,no,1.0,CWE-862,1.0
CVE-2025-31686,"Open Social - Less critical - Access bypass, Information Disclosure - SA-CONTRIB-2025-015","Missing Authorization vulnerability in Drupal Open Social allows Forceful Browsing.This issue affects Open Social: from 0.0.0 before 12.3.11, from 12.4.0 before 12.4.10.",,Drupal,Open Social,2025-03-31T21:44:08.763Z,no,1.0,CWE-862,1.0
CVE-2025-31687,SpamSpan filter - Moderately critical - Cross Site Scripting - SA-CONTRIB-2025-016,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Drupal SpamSpan filter allows Cross-Site Scripting (XSS).This issue affects SpamSpan filter: from 0.0.0 before 3.2.1.,,Drupal,SpamSpan filter,2025-03-31T21:44:50.483Z,no,1.0,CWE-79,1.0
